企業キー,法人番号,企業名,EDINETコード,証券コード,提出日,対象期間終了日,最新収集アプリver,データ整合性フラグ,分析候補,企業分類推定,総資産,純資産,負債,自己資本比率,営業利益,経常利益,当期利益,営業キャッシュフロー,投資キャッシュフロー,財務キャッシュフロー,現金及び現金同等物,ROE,平均年齢,平均年間給与,平均勤続年数,研究開発費,売上高・営業収益,従業員数,女性管理職比率,男性育休取得率,男女賃金差異_全労働者,男女賃金差異_正規,男女賃金差異_非正規,詳細業種1,詳細業種1信頼度,詳細業種2,詳細業種2信頼度,詳細業種3,詳細業種3信頼度,詳細業種候補,詳細業種根拠キーワード,しょくばらぼ_JOIN,しょくばらぼ_結合方法,しょくばらぼ_取得項目数,しょくばらぼ_企業名,しょくばらぼ_法人番号,しょくばらぼ_証券コード,しょくばらぼ_業種,しょくばらぼ_都道府県,しょくばらぼ_企業規模,しょくばらぼ_市場区分,しょくばらぼ_正社員の有給休暇取得日数_数値,しょくばらぼ_年次有給休暇取得率（全体）-取得率_数値,しょくばらぼ_年次有給休暇取得率（雇用管理区分）-取得率（一覧）_数値,しょくばらぼ_月平均所定外労働時間_数値,しょくばらぼ_対象労働者全体の月平均の法定時間外労働時間と法定休日労働時間の合計-平均残業時間（詳細）_数値,しょくばらぼ_平均の法定時間外労働60時間以上の労働者の数_数値,しょくばらぼ_男女の賃金の差異-全労働者_数値,しょくばらぼ_男女の賃金の差異-うち正規雇用労働者_数値,しょくばらぼ_男女の賃金の差異-うち非正規雇用労働者_数値,しょくばらぼ_正社員の平均継続勤務年数_数値,しょくばらぼ_従業員の平均年齢_数値,しょくばらぼ_管理職に占める女性の割合_数値,しょくばらぼ_役員に占める女性の割合_数値,しょくばらぼ_育児休業取得率（男性）-男性取得率（一覧）_数値,しょくばらぼ_育児休業取得率（女性）-女性取得率（一覧）_数値,しょくばらぼ_テレワーク制度-可否,しょくばらぼ_副業・兼業-可否,しょくばらぼ_多様な正社員制度-制度-職務限定正社員,しょくばらぼ_多様な正社員制度-制度-勤務地限定正社員,しょくばらぼ_多様な正社員制度-制度-短時間正社員,しょくばらぼ_研修制度-有無,しょくばらぼ_メンター制度-有無,しょくばらぼ_自己啓発支援制度-有無,しょくばらぼ_キャリアコンサルティング制度-有無,しょくばらぼ_社内検定制度-有無,しょくばらぼ_インターンシップの受入-可否,しょくばらぼ_職場見学・職場体験の受入-可否,しょくばらぼ_えるぼし認定-認定有無,しょくばらぼ_プラチナえるぼし認定-認定有無,しょくばらぼ_くるみん-認定有無,しょくばらぼ_プラチナくるみん-認定有無,しょくばらぼ_健康経営銘柄-認定有無,女性活躍DB_JOIN,女性活躍DB_結合方法,女性活躍DB_取得項目数,女性活躍DB_企業名,女性活躍DB_法人番号,女性活躍DB_証券コード,女性活躍DB_業種,女性活躍DB_業種(詳細分類),女性活躍DB_都道府県,女性活躍DB_企業規模,女性活躍DB_市場区分,女性活躍DB_5.男女別の育児休業取得率-男性(%)_数値,女性活躍DB_5.男女別の育児休業取得率-女性(%)_数値,女性活躍DB_6.一月当たりの労働者の平均残業時間-平均残業時間(時間)_数値,女性活躍DB_8.(1)年次有給休暇の取得率-対象労働者(%)_数値,女性活躍DB_8.(2)年次有給休暇の取得率(区)-有給休暇取得率(%)_数値,女性活躍DB_10.管理職に占める女性労働者の割合-割合(%)_数値,女性活躍DB_11.役員に占める女性の割合-割合(%)_数値,女性活躍DB_14.男女の賃金の差異1-全労働者(%)_数値,女性活躍DB_14.男女の賃金の差異2-うち正規雇用労働者(%)_数値,女性活躍DB_14.男女の賃金の差異3-うち非正規雇用労働者(%)_数値,女性活躍DB_フレックスタイム制度,女性活躍DB_在宅勤務・テレワーク,女性活躍DB_短時間勤務制度,女性活躍DB_病気・不妊治療休暇,女性活躍DB_年次有給休暇時間単位取得制度,女性活躍DB_データの最終更新日
corporate_number:6460101000896,6.4601E+12,株式会社ダイイチ,E03340,76430,2025/12/22,2025/9/30,0.11.24,,yes,operating_company_candidate,27338126000,17214101000,10124025000,0.63,1308589000,1287850000,979425000,1703100000,-976693000,-1020800000,7011256000,0.058,38.1,5444820,11.4,,58570779000,437,0.054,0.333,0.654,0.872,0.91,小売,0.52,証券,0.17,食品/飲料,0.09,小売:0.52 | 証券:0.17 | 食品/飲料:0.09,"スーパーマーケット, 証券, 店舗, 食品, リース, 賃貸, 小売, 教育",matched,corporate_number,35,株式会社ダイイチ,6.4601E+12,,I:卸売業，小売業,01:北海道,1474人,,,,47.4,,,,65.4,87.2,91,,,5.4,,,,,,,,,,,,,,,,0:無,0:無,0:無,0:無,0:無,matched,company_name,37,株式会社ダイイチ,6460101000896,,卸売業、小売業,小売,北海道,1001～5000人,,,,,67.4,47.4,5.4,,65.4,87.2,91.0,,,短時間勤務制度,病気・不妊治療休暇,,2025年12月24日
corporate_number:6470001000203,6.47E+12,株式会社百十四銀行,E03588,83860,2026/6/15,2026/3/31,0.11.24,,yes,operating_company_candidate,5.8458E+12,3.84426E+11,5.46138E+12,0.0657,,29135000000,18857000000,-1.40067E+11,1.9085E+11,-6572000000,8.62119E+11,0.0529,41.3,7211000,17.7,,1.08556E+11,1872,0.181,,0.536,0.634,0.417,銀行,0.29,リース/信販,0.23,人材/アウトソーシング,0.13,銀行:0.29 | リース/信販:0.23 | 人材/アウトソーシング:0.13,"リース, 銀行, 証券, 人材, 不動産, 貸出, コンサルティング, 預金",matched,corporate_number,188,株式会社百十四銀行,6.47E+12,,J:金融業，保険業,37:香川県,2516人,,,66.9,58.5,,24,0,53.6,63.4,41.7,,,18.1,14.3,100,100,,,,,,,,,,,,,1:有,0:無,1:有,1:有,0:無,matched,security_code,102,株式会社百十四銀行,6470001000203,8386,金融業、保険業,その他金融業、保険業,香川県,1001～5000人,プライム（東証）,100.0,100.0,24.0,66.9,58.5,18.1,14.3,53.6,63.4,41.7,フレックスタイム制度,在宅勤務・テレワーク,短時間勤務制度,病気・不妊治療休暇,年次有給休暇時間単位取得制度,2026年06月23日
corporate_number:6480001006042,6.48E+12,株式会社グリーンエナジー＆カンパニー,E32163,14360,2025/7/23,2025/4/30,0.11.24,,yes,operating_company_candidate,13557474000,5302794000,8254679000,0.39,543537000,408098000,275507000,-961122000,-663572000,1032649000,911167000,0.053,38.9,5748555,3.9,,11616630000,37,,,,,,電力,0.5,建設,0.18,証券,0.09,電力:0.50 | 建設:0.18 | 証券:0.09,"発電, 建築, 再生可能エネルギー, 証券, 電力, フランチャイズ, 店舗, 建設",matched,corporate_number,24,株式会社グリーンエナジー＆カンパニー,6.48E+12,,D:建設業,36:徳島県,136人,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0:無,0:無,0:無,0:無,0:無,matched,security_code,19,株式会社フィット,6480001006042,1436,建設業,住宅,徳島県,101～300人,,,,,,,,,,,,,,,,,
corporate_number:6480001006521,6.48E+12,ＤｅｌｔａーＦｌｙ Ｐｈａｒｍａ株式会社,E34318,45980,2026/6/24,2026/3/31,0.11.24,,yes,operating_company_candidate,246670000,33980000,212690000,0.126,-1605088000,-1623446000,-1625948000,-1557073000,-326000,1363687000,145453000,,51.9,5948000,9.6,1329000000,,12,,,,,,医薬品,0.34,バイオ/創薬,0.3,化学,0.12,医薬品:0.34 | バイオ/創薬:0.30 | 化学:0.12,"創薬, 医薬品, 製薬, 新薬, 化学, 病院, 高分子, 細胞",not_found,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_found,,0,,,,,,,,,,,,,,,,,,,,,,,,
corporate_number:6490001006215,6.49E+12,株式会社ミロク,E02376,79830,2026/1/27,2025/10/31,0.11.24,,yes,operating_company_candidate,21869169000,10747786000,11121383000,0.491,-24598000,211059000,-2525115000,1236749000,-2463804000,1590783000,1663732000,0.022,41.3,4730000,7.2,11940000,12518322000,20,,,,,,産業機器,0.22,機械,0.22,クラウド/SaaS,0.21,産業機器:0.22 | 機械:0.22 | クラウド/SaaS:0.21,"工作機械, 機械, クラウド, 自動車, 証券, 教育, 樹脂, 材料",matched,company_name,23,株式会社ミロク,7.0801E+12,,E:製造業,22:静岡県,32人,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0:無,0:無,0:無,0:無,0:無,not_found,,0,,,,,,,,,,,,,,,,,,,,,,,,
corporate_number:6500001002468,6.5E+12,ダイコー通産株式会社,E34644,76730,2025/8/29,2025/5/31,0.11.24,,yes,operating_company_candidate,17587107000,8411982000,9175125000,0.478,1171404000,1194997000,816342000,1404981000,102601000,-317724000,2123518000,0.1,38.8,6398000,13,,21728642000,142,,0.5,,,,物流,0.27,電力,0.2,通信インフラ,0.14,物流:0.27 | 電力:0.20 | 通信インフラ:0.14,"物流, 電力, 専門商社, 通信設備, 材料, 発電, 倉庫, カメラ",matched,corporate_number,55,ダイコー通産株式会社,6.5E+12,,I:卸売業，小売業,38:愛媛県,162人,,,,,,10.9,,,,,,,,,50,100,,,,,,,,,,,,,0:無,0:無,1:有,0:無,0:無,matched,security_code,34,ダイコー通産株式会社,6500001002468,7673,卸売業、小売業,その他卸売業、小売業,愛媛県,101～300人,スタンダード（東証）,50.0,100.0,10.9,,,,,,,,,,,,,2025年09月08日
corporate_number:6500001002831,6.5E+12,道後観光ゴルフ株式会社,E04667,,2025/12/25,2025/9/30,0.11.24,,yes,operating_company_candidate,2212939000,518462000,1694477000,0.2342,19263000,28523000,16896000,62740000,-16419000,-48813000,23939000,0.0331,,3967651,15.1,,436781000,21,,,,,,旅行/レジャー,0.38,証券,0.35,不動産/デベロッパー,0.28,旅行/レジャー:0.38 | 証券:0.35 | 不動産/デベロッパー:0.28,"観光, 証券, 賃貸",not_found,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_found,,0,,,,,,,,,,,,,,,,,,,,,,,,
corporate_number:7010001001114,7.01E+12,株式会社ＳＩＧグループ,E34031,43860,2026/6/24,2026/3/31,0.11.24,,yes,operating_company_candidate,6029464000,2811841000,3217623000,0.466,751524000,777076000,482345000,689968000,-97383000,-329009000,2470820000,0.183,41.2,7566000,10.3,,10877294000,33,0.412,,0.662,0.587,1.639,SI/ITサービス,0.15,保険,0.12,クラウド/SaaS,0.1,SI/ITサービス:0.15 | 保険:0.12 | クラウド/SaaS:0.10,"電力, システム開発, 保険, 半導体, クラウド, 半導体製造装置, 銀行, 証券",matched,corporate_number,51,株式会社ＳＩＧグループ,7.01E+12,,G:情報通信業,13:東京都,41人,,,,,,6.9,,74.7,66.9,125.7,,,26.3,,,,,,,,,,,,,,,,0:無,0:無,1:有,0:無,0:無,matched,security_code,38,株式会社ＳＩＧグループ,7010001001114,4386,情報通信業,情報通信業,東京都,10～100人,スタンダード（東証）,,,6.9,77.1,,26.3,,74.7,66.9,125.7,,,,,,2025年10月15日
corporate_number:7010001003408,7.01E+12,株式会社シード,E02414,77430,2026/6/22,2026/3/31,0.11.24,,yes,operating_company_candidate,62500213000,19601677000,42898536000,0.308,1439607000,1406108000,1135704000,2690672000,-3840349000,-1908200000,4171368000,0.061,36.8,6002763,12.8,2075067000,33942396000,774,0.246,0.778,0.717,0.792,0.773,光学/精密機器,0.47,医薬品,0.14,素材/材料,0.08,光学/精密機器:0.47 | 医薬品:0.14 | 素材/材料:0.08,"レンズ, 光学, 医薬品, 素材, 証券, 医療機器, 製薬, 化学",matched,corporate_number,89,株式会社シード,7.01E+12,,E:製造業,13:東京都,1072人,,,,74,,,,72,79.2,82.2,,,17.8,30.8,78,100,,,,,,,,,,,,,0:無,0:無,0:無,0:無,0:無,matched,security_code,59,株式会社シード,7010001003408,7743,その他製造業,その他製造業,東京都,1001～5000人,スタンダード（東証）,78.0,100.0,,,74.0,17.8,30.8,72.0,79.2,82.2,,,,,,2026年05月20日
corporate_number:7010001004224,7.01E+12,セフテック株式会社,E03251,74640,2026/6/25,2026/3/31,0.11.24,,yes,operating_company_candidate,11659508000,7285793000,4373714000,0.625,245289000,264303000,143504000,162216000,-33009000,-644053000,3936987000,0.02,43.3,5011148,13.9,535000,10111048000,356,0.048,0.555,0.649,0.692,0.305,リース/信販,0.67,証券,0.33,,,リース/信販:0.67 | 証券:0.33,"リース, 証券",matched,corporate_number,41,セフテック株式会社,7.01E+12,,I:卸売業，小売業,13:東京都,373人,,,,,,10,,63.6,70.3,33.3,,,1.8,,,,,,,,,,,,,,,,0:無,0:無,0:無,0:無,0:無,matched,security_code,33,セフテック株式会社,7010001004224,7464,卸売業、小売業,商社,東京都,301～500人,,,,10.0,,,1.8,,63.6,70.3,33.3,,,,,,2023年07月08日
corporate_number:7010001005536,7.01E+12,株式会社ＴＢグループ,E01795,67750,2026/6/25,2026/3/31,0.11.24,,yes,operating_company_candidate,1379588000,479609000,899978000,0.348,-83000000,-82101000,-195067000,7916000,114928000,-114938000,262725000,-0.3599,47.6,4947857,15.8,10712000,2460693000,48,0.074,,0.703,0.733,0.692,リース/信販,0.16,クラウド/SaaS,0.15,医療/介護,0.11,リース/信販:0.16 | クラウド/SaaS:0.15 | 医療/介護:0.11,"リース, クラウド, ソフトウェア, 広告, 販売代理, 介護, 証券, 店舗",matched,corporate_number,45,株式会社ＴＢグループ,7.01E+12,,E:製造業,13:東京都,50人,,,,38.9,,,,,,,,,10.5,0,,,,,,,,,,,,,,,0:無,0:無,0:無,0:無,0:無,matched,security_code,37,株式会社TBグループ,7010001005536,6775,その他製造業,その他製造業,東京都,10～100人,,,,,,38.9,10.5,0.0,,,,,在宅勤務・テレワーク,短時間勤務制度,,,2023年01月12日
corporate_number:7010001006022,7.01E+12,株式会社日本オーエー研究所,E38373,52410,2026/3/25,2025/12/31,0.11.24,,yes,operating_company_candidate,1257705000,777100000,480605000,0.618,154499000,158898000,108108000,66377000,17584000,-154472000,587721000,0.148,37.5,5461000,9,,2990619000,239,0.031,0.5,0.788,0.802,,保険,0.19,銀行,0.1,教育,0.1,保険:0.19 | 銀行:0.10 | 教育:0.10,"証券, システム開発, 教育, 保険, 損害保険, 物流, 生命保険, 銀行",matched,corporate_number,84,株式会社日本オーエー研究所,7.01E+12,,G:情報通信業,13:東京都,223人,,,,71.7,,16.9,,,,,,,0,12.5,0,100,,,,,,,,,,,,,0:無,0:無,0:無,0:無,0:無,matched,company_name,57,株式会社日本オーエー研究所,7010001006022,,情報通信業,情報通信業,東京都,101～300人,,0.0,100.0,16.9,,71.7,0.0,12.5,,,,,在宅勤務・テレワーク,短時間勤務制度,,,2022年06月28日
corporate_number:7010001006880,7.01E+12,フクダ電子株式会社,E02304,69600,2026/6/26,2026/3/31,0.11.24,,yes,operating_company_candidate,2.25373E+11,1.88796E+11,36577000000,0.838,26608000000,27341000000,18790000000,29328000000,-18661000000,-17366000000,60698000000,0.101,44.4,9290565,15.1,4728000000,1.39697E+11,786,0.07,0.765,0.666,0.694,0.515,半導体製造装置,0.29,物流,0.17,電子部品,0.15,半導体製造装置:0.29 | 物流:0.17 | 電子部品:0.15,"検査装置, 物流, センサ, 証券, 医療機器, 保険, 医薬品, 材料",matched,corporate_number,67,フクダ電子株式会社,7.01E+12,,E:製造業,13:東京都,984人,,,,,,14.2,,67.4,70.6,49.3,,,6.1,0,,,,,,,,,,,,,,,1:有,0:無,1:有,0:無,0:無,matched,security_code,54,フクダ電子株式会社,7010001006880,6960,電子部品・デバイス・電子回路・電気機械器具・情報通信機械器具製造業,電子部品・デバイス・電子回路・電気機械器具・情報通信機械器具製造業,東京都,501～1000人,スタンダード（東証）,,,14.2,,,6.1,0.0,67.4,70.6,49.3,,,,,,2025年09月17日
corporate_number:7010001008670,7.01E+12,協和キリン株式会社,E00816,41510,2026/3/10,2025/12/31,0.11.24,,yes,operating_company_candidate,1.10786E+12,8.93332E+11,1.93617E+11,0.806,60047000000,56925000000,67040000000,96619000000,-89189000000,-36853000000,2.18769E+11,0.077,42.4,9866204,15.5,1.012E+11,4.96826E+11,3503,0.171,,0.783,0.79,0.684,バイオ/創薬,0.36,医薬品,0.28,コンサル,0.1,バイオ/創薬:0.36 | 医薬品:0.28 | コンサル:0.10,"医薬品, 戦略, 細胞, 遺伝子, 抗体, 新薬, 創薬, バイオ",matched,corporate_number,150,協和キリン株式会社,7.01E+12,,E:製造業,13:東京都,3763人,,,79.5,75.6,,25.8,0,78.3,79,68.4,,,17.1,20,129.4,117.4,,,,,,,,,,,,,1:有,0:無,1:有,1:有,0:無,matched,company_name,94,協和キリン株式会社,7010001008670,,化学工業,医薬品,東京都,1001～5000人,,129.4,117.4,25.8,79.5,75.6,17.1,20.0,78.3,79.0,68.4,フレックスタイム制度,在宅勤務・テレワーク,短時間勤務制度,病気・不妊治療休暇,年次有給休暇時間単位取得制度,2026年03月18日
corporate_number:7010001008720,7.01E+12,中外鉱業株式会社,E00027,14910,2026/6/25,2026/3/31,0.11.24,,yes,operating_company_candidate,17570586000,9366952000,8203633000,0.5331,2445610000,2289852000,1513705000,2600737000,-1060237000,618305000,6299962000,0.1725,36,6053518,8,,2.81692E+11,150,0.261,1,0.79,1.026,3.429,機械,0.24,証券,0.18,鉄鋼/非鉄,0.16,機械:0.24 | 証券:0.18 | 鉄鋼/非鉄:0.16,"機械, 証券, 非鉄, コンテンツ, 不動産, 工作機械, 建築, 鉱山",not_found,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_found,,0,,,,,,,,,,,,,,,,,,,,,,,,
corporate_number:7010001008737,7.01E+12,ニチレキグループ株式会社,E01077,50110,2026/6/19,2026/3/31,0.11.24,,yes,operating_company_candidate,1.22617E+11,79674000000,42942000000,0.649,5920000000,6077000000,4293000000,2416000000,-5290000000,-4015000000,24752000000,0.055,44.9,8447000,14.8,792000000,75853000000,110,0.031,0.75,0.595,0.595,,建設,0.2,保険,0.19,機械,0.13,建設:0.20 | 保険:0.19 | 機械:0.13,"施工, 機械, 保険, 材料, 損害保険, 不動産, 鉄道, 証券",matched,corporate_number,78,ニチレキグループ株式会社,7.01E+12,,E:製造業,13:東京都,104人,,,,80.9,,7.3,,62.6,62.6,,,,3.8,23.1,75,100,,,,,,,,,,,,,0:無,0:無,0:無,0:無,0:無,matched,security_code,55,ニチレキグループ株式会社,7010001008737,5011,その他製造業,その他製造業,東京都,101～300人,プライム（東証）,75.0,100.0,7.3,80.9,80.9,3.8,23.1,62.6,62.6,,フレックスタイム制度,在宅勤務・テレワーク,短時間勤務制度,,,2025年07月30日
corporate_number:7010001008786,7.01E+12,明和産業株式会社,E02563,81030,2026/6/19,2026/3/31,0.11.24,,yes,operating_company_candidate,84580000000,42097000000,42483000000,0.489,4132000000,4438000000,3374000000,4406000000,-3193000000,959000000,11231000000,0.085,42.5,9355000,16,,1.64927E+11,198,,,,,,素材/材料,0.26,化学,0.24,自動車,0.19,素材/材料:0.26 | 化学:0.24 | 自動車:0.19,"自動車, 樹脂, 石油, 材料, 素材, 化学, 自動車部品, 証券",matched,corporate_number,34,明和産業株式会社,7.01E+12,,I:卸売業，小売業,13:東京都,193人,,,,59.8,,,,,,,,,,,,,,,,,,,,,,,,,0:無,0:無,0:無,0:無,0:無,matched,security_code,24,明和産業株式会社,7010001008786,8103,卸売業、小売業,その他卸売業、小売業,東京都,101～300人,,,,,,59.8,,,,,,,,,,,2023年08月07日
corporate_number:7010001008803,7.01E+12,古河機械金属株式会社,E00032,57150,2026/6/24,2026/3/31,0.11.24,,yes,operating_company_candidate,2.72376E+11,1.50201E+11,1.22174E+11,0.541,11299000000,13733000000,12777000000,3409000000,2122000000,-9662000000,20352000000,0.092,46,8508046,19,1386000000,2.11081E+11,207,0.029,,0.739,0.748,0.312,鉄鋼/非鉄,0.19,機械,0.15,不動産/デベロッパー,0.14,鉄鋼/非鉄:0.19 | 機械:0.15 | 不動産/デベロッパー:0.14,"機械, 銅, 不動産, 化成品, 素材, アルミ, セラミックス, 証券",matched,corporate_number,114,古河機械金属株式会社,7.01E+12,,E:製造業,13:東京都,207人,,,,76.1,,15.2,,73.6,71,24.4,,,5.9,13.3,80.6,100,,,,,,,,,,,,,0:無,0:無,1:有,0:無,0:無,matched,security_code,77,古河機械金属株式会社,7010001008803,5715,鉄鋼業、非鉄金属・金属製品製造業,鉄鋼業、非鉄金属・金属製品製造業,東京都,101～300人,プライム（東証）,80.6,100.0,15.2,,76.1,5.9,13.3,73.6,71.0,24.4,フレックスタイム制度,在宅勤務・テレワーク,短時間勤務制度,病気・不妊治療休暇,年次有給休暇時間単位取得制度,2025年07月28日
corporate_number:7010001008811,7.01E+12,ライト工業株式会社,E00098,19260,2026/6/24,2026/3/31,0.11.24,,yes,operating_company_candidate,1.2593E+11,90886000000,35044000000,0.715,17201000000,17712000000,12487000000,13662000000,-1885000000,-12950000000,29975000000,0.14,44.3,9401000,17.5,911000000,1.39216E+11,1028,0.041,,0.561,0.581,0.664,建設,0.39,保険,0.16,機械,0.11,建設:0.39 | 保険:0.16 | 機械:0.11,"建設, リース, 介護, 保険, 生命保険, 施工, 建築, 建設機械",matched,corporate_number,72,ライト工業株式会社,7.01E+12,1926,D:建設業,13:東京都,1147人,13,,,,,,,55,56.8,66.8,,,,15.8,,,,,,,,,,,,,,,1:有,0:無,1:有,0:無,0:無,matched,security_code,54,ライト工業株式会社,7010001008811,1926,建設業,その他建設業,東京都,1001～5000人,プライム（東証）,44.4,100.0,,,,4.1,,56.1,58.1,66.4,,,,,,2026年07月01日
corporate_number:7010001008844,7.01E+12,株式会社日立製作所,E01737,65010,2026/6/22,2026/3/31,0.11.24,,yes,operating_company_candidate,1.50412E+13,6.56837E+12,2.98352E+12,0.437,2.12071E+11,7.99972E+11,8.02368E+11,1.66806E+12,-3.41553E+11,-9.71037E+11,1.32348E+12,0.129,42.2,9949714,18.1,2.903E+11,1.05868E+13,25934,0.089,0.945,0.716,0.728,0.593,プラント/エンジニアリング,0.13,計測/制御,0.09,半導体,0.09,プラント/エンジニアリング:0.13 | 計測/制御:0.09 | 半導体:0.09,"半導体, プラント, 制御, 鉄道, ソフトウェア, 半導体製造装置, エンジニアリング, 不動産",matched,corporate_number,109,株式会社日立製作所,7.01E+12,,E:製造業,13:東京都,35631人,,,,,,8.7,,69.8,71.1,56,,,8.5,15.9,71.9,100,,,,,,,,,,,,,1:有,0:無,1:有,0:無,0:無,matched,company_name,74,株式会社 日立製作所,7010001008844,,電子部品・デバイス・電子回路・電気機械器具・情報通信機械器具製造業,電子部品・デバイス・電子回路・電気機械器具・情報通信機械器具製造業,東京都,5001人以上,,94.5,100.0,8.7,,,8.9,15.9,71.6,72.8,59.3,フレックスタイム制度,在宅勤務・テレワーク,短時間勤務制度,病気・不妊治療休暇,年次有給休暇時間単位取得制度,2026年07月02日
corporate_number:7010001011096,7.01E+12,株式会社ＩＤホールディングス,E05017,47090,2026/5/29,2026/3/31,0.11.24,,yes,operating_company_candidate,23992484000,15253029000,8739455000,0.633,4128721000,4212297000,2907682000,3060875000,-271348000,-2328234000,6046015000,0.202,47.2,6517563,13.3,211000000,39371101000,153,0.4,,0.689,0.777,0.719,コンサル,0.41,教育,0.16,証券,0.09,コンサル:0.41 | 教育:0.16 | 証券:0.09,"コンサルティング, コンサル, 教育, 証券, 人材, アプリケーション, 研修, クラウド",matched,corporate_number,128,株式会社ＩＤホールディングス,7.01E+12,,R:サービス業（他に分類されないもの）,13:東京都,142人,,,,77.2,,6.4,,64.3,68.8,74.7,,,40,40,100,50,,,,,,,,,,,,,1:有,0:無,1:有,0:無,0:無,matched,security_code,80,株式会社ＩＤホールディングス,7010001011096,4709,サービス業（他に分類されないもの）,サービス業（他に分類されないもの）,東京都,101～300人,プライム（東証）,,100.0,5.0,,77.3,39.6,42.9,68.9,77.7,71.9,フレックスタイム制度,在宅勤務・テレワーク,,病気・不妊治療休暇,,2026年06月25日
corporate_number:7010001012862,7.01E+12,新生紙パルプ商事株式会社,E02562,,2026/6/22,2026/3/31,0.11.24,,yes,operating_company_candidate,1.82508E+11,91668000000,90839000000,0.5017,4916000000,5838000000,4172000000,111000000,-3688000000,2265000000,4385000000,0.0476,,7476921,19.9,,2.59281E+11,550,,,,,,紙/パルプ,0.32,不動産/デベロッパー,0.21,化学,0.1,紙/パルプ:0.32 | 不動産/デベロッパー:0.21 | 化学:0.10,"不動産, 紙, 板紙, パルプ, 賃貸, 化成品, 物流, 卸売",matched,corporate_number,129,新生紙パルプ商事株式会社,7.01E+12,,I:卸売業，小売業,13:東京都,546人,,,,62.7,,,,55.7,54.9,72.9,,,1,,100,100,,,,,,,,,,,,,0:無,0:無,0:無,0:無,0:無,matched,company_name,89,新生紙パルプ商事株式会社,7010001012862,,卸売業、小売業,商社,東京都,501～1000人,,92.3,100.0,,,62.8,1.5,,56.4,55.7,68.4,,,短時間勤務制度,,年次有給休暇時間単位取得制度,2026年07月06日
corporate_number:7010001016855,7.01E+12,株式会社ＳＢＩ新生銀行,E03530,83030,2026/6/19,2026/3/31,0.11.24,,yes,operating_company_candidate,2.47414E+13,1.23304E+12,2.35083E+13,0.05,,1.23382E+11,1.13415E+11,1.91414E+12,-1.18929E+12,1.26952E+11,4.62361E+12,0.104,42.7,8558000,13.1,,7.74058E+11,2419,0.222,,0.735,0.753,0.57,銀行,0.3,リース/信販,0.25,証券,0.21,銀行:0.30 | リース/信販:0.25 | 証券:0.21,"銀行, 証券, リース, 不動産, クレジット, 信託銀行, 貸出, 人材",matched,corporate_number,126,株式会社ＳＢＩ新生銀行,7.01E+12,,J:金融業，保険業,13:東京都,2423人,,,71,,,20.9,,73.5,75.3,57,,,22.2,19.2,95,95,,,,,,,,,,,,,1:有,0:無,1:有,0:無,0:無,matched,security_code,83,株式会社ＳＢＩ新生銀行,7010001016855,8303,金融業、保険業,銀行,東京都,1001～5000人,プライム（東証）,95.0,95.0,20.9,71.0,,22.2,19.2,73.5,75.3,57.0,フレックスタイム制度,在宅勤務・テレワーク,短時間勤務制度,病気・不妊治療休暇,年次有給休暇時間単位取得制度,2026年06月24日
corporate_number:7010001018224,7.01E+12,株式会社昭文社ホールディングス,E00721,94750,2026/6/23,2026/3/31,0.11.24,,yes,operating_company_candidate,18900425000,14332151000,4568273000,0.756,475993000,670005000,1210689000,622077000,-199031000,-427253000,6459846000,0.089,49.3,6700388,20.9,0,6727792000,26,,,,,,広告/マーケティング,0.21,インターネット/メディア,0.12,コンサル,0.1,広告/マーケティング:0.21 | インターネット/メディア:0.12 | コンサル:0.10,"広告, メディア, 携帯電話, アプリケーション, コンサルティング, 証券, コンサル, マーケティング",not_found,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_found,,0,,,,,,,,,,,,,,,,,,,,,,,,
corporate_number:7010001021079,7.01E+12,セントラル総合開発株式会社,E04065,32380,2026/6/23,2026/3/31,0.11.24,,yes,operating_company_candidate,46101134000,10302825000,35798309000,0.223,898631000,304043000,147597000,178036000,-545128000,481192000,1092352000,0.014,45.3,7436000,14.3,,38450695000,93,,,,,,不動産/デベロッパー,0.6,保険,0.21,建設,0.13,不動産/デベロッパー:0.60 | 保険:0.21 | 建設:0.13,"不動産, 保険, 賃貸, 分譲, オフィスビル, デベロッパー, 建設, 証券",not_found,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,matched,company_name,30,セントラル総合開発㈱,,,不動産業、物品賃貸業,不動産業、物品賃貸業,東京都,10～100人,,,,4.9,,23.1,5.5,0.0,,,,,,,,,2016年02月28日
